"","X","index","age","target_label","session_id","correct_or_not","target_label_prob","airplane_prob","bike_prob","bird_prob","car_prob","cat_prob","chair_prob","cup_prob","hat_prob","house_prob","rabbit_prob","tree_prob","watch_prob"
"1",0,0,10,"airplane","IPAD2_THU10M11",1,0.119465370705075,0.119465370705075,0.0833436145654587,0.092149770853655,0.0707203937668131,0.0779301574434412,0.078923685013454,0.0823492922959176,0.0842639988215792,0.0504955983507335,0.0702982984599083,0.079083603111984,0.110976216611981
"2",0,1,8,"airplane","IPAD1_THU8M36",1,0.127397629635478,0.127397629635478,0.0997058327428718,0.107462534651199,0.0759628879185311,0.0982520740653517,0.0776338750919452,0.0704328471241418,0.0891260521267589,0.0483166170653401,0.0946738677861504,0.0480674273809883,0.0629683544112435
"3",0,10,6,"airplane","IPAD2_THU6M3",1,0.109060382211865,0.109060382211865,0.0936325193657398,0.0900065165092967,0.0685375349017551,0.0799880783716236,0.0655617645192259,0.0895446619726622,0.0496560878855583,0.066925314859064,0.0844776813501062,0.100762859075066,0.101846598978037
"4",0,100,5,"airplane","IPAD3_THU5M3",0,0.0814445758894033,0.0814445758894033,0.0908955829322152,0.067916682527357,0.133006598443118,0.0805608401031828,0.0560208254528207,0.118593712158527,0.0816445206883534,0.0637480581658577,0.0804510265160266,0.0660033357281257,0.0797142413950125
"5",0,1000,7,"cat","IPAD1_THU7M18",0,0.102030263658482,0.0657146367839802,0.0954961213986849,0.0993837372168712,0.127798302005249,0.102030263658482,0.0612265770339869,0.0541757684078743,0.0574418038805608,0.0648798047463517,0.0912615923267425,0.1145249228174,0.0660664697238156
"6",0,1001,8,"cat","IPAD1_THU8M37",0,0.0959351619696897,0.065792196747559,0.112076448906138,0.096633451316546,0.115262336842497,0.0959351619696897,0.0691439694106163,0.0872638636070523,0.066248097341389,0.0613714764662778,0.111828574678796,0.0564326603635717,0.0620117623498672
"7",0,1002,9,"cat","photodraw_e21555523952200",0,0.101607724893972,0.0647712416133247,0.123981748859263,0.0705228263183937,0.0929284340767165,0.101607724893972,0.0568545910392932,0.0729371872350102,0.0750586966133888,0.0587045889597274,0.113440557833244,0.109195648855245,0.0599967537024212
"8",0,1003,6,"cat","photodraw_e21547836732785",0,0.0945459036217318,0.0803175241395561,0.0698047029557194,0.0574844709530021,0.0942583484384137,0.0945459036217318,0.0329299413207318,0.0516709090807406,0.0766001621838075,0.165071218494122,0.0963494859304463,0.0777346686538612,0.103232664227867
"9",0,1004,4,"cat","photodraw_e21541799408496",0,0.0847919422897901,0.137204864536334,0.0649887354573441,0.10023817114279,0.0768780832019991,0.0847919422897901,0.0526442609232267,0.0878632710120707,0.120922053496789,0.0427056931819229,0.0807787778485304,0.0585585119685785,0.0924256349406251
"10",0,1005,7,"cat","IPAD1_THU7F31",0,0.104610602539931,0.0705549592503065,0.0437667087983381,0.115433132707147,0.0756629722593182,0.104610602539931,0.0720231290655017,0.0839776721964026,0.114401221282075,0.0380035946776794,0.0969795055462,0.037190381541008,0.147396120136093
