"","X","filename","category","pre_tran","post_tran","rotate","translate","scale","site","session_id","rating"
"352",351,"Tsinghua_photodraw_production1575530376865_shape.png","shape",-0.596597909927,-0.705353081226,0.0081341,0.0173796,0.0643551370876773,"Tsinghua","production1575530376865",4
"353",352,"Tsinghua_photodraw_production1578969773820_shape.png","shape",-0.636914849281,-0.750284254551,0.00589573,0.00424314,0.0641253785455189,"Tsinghua","production1578969773820",4
"354",353,"CDM_photodraw_e21544820627246_shape.png","shape",-0.58328640461,-0.664231181145,0.000428407,0.0179497,0.0274258282956424,"CDM","e21544820627246",3
"355",354,"Tsinghua_photodraw_production1578102076574_shape.png","shape",-0.285535693169,-0.529265165329,0.043645,0.0494333,0.0360318188722918,"Tsinghua","production1578102076574",2
"356",355,"Tsinghua_photodraw_production1576134856234_shape.png","shape",-0.585596263409,-0.683279633522,0.0105527,0.0136644,0.0176100881697511,"Tsinghua","production1576134856234",4
"357",356,"CDM_photodraw_e21542218678125_shape.png","shape",-0.368207544088,-0.490385115147,0.00700885,0.0217671,0.015677458765288,"CDM","e21542218678125",2
"358",357,"Tsinghua_photodraw_production1576481274500_shape.png","shape",-0.485319375992,-0.544875085354,0.012481,0.0124892,0.0774650141952243,"Tsinghua","production1576481274500",3
"359",358,"Tsinghua_photodraw_production1577084893527_shape.png","shape",-0.579991102219,-0.705263316631,0.000496455,0.0136054,0.0268127783604113,"Tsinghua","production1577084893527",4
"360",359,"Tsinghua_photodraw_production1577172179778_shape.png","shape",-0.559079885483,-0.742382586002,0.0149786,0.0130352,0.0371445416209082,"Tsinghua","production1577172179778",4
"361",360,"CDM_photodraw_e21555014219148_shape.png","shape",-0.541060864925,-0.638593018055,0.0186101,0.0148096,0.0422720686509901,"CDM","e21555014219148",3
"362",361,"CDM_photodraw_e21547066393058_shape.png","shape",-0.624685287476,-0.709630846977,0.0107887,0.0120748,0.0224788286577821,"CDM","e21547066393058",4
"363",362,"CDM_photodraw_e21553793354436_shape.png","shape",-0.420792192221,-0.639566242695,0.00980151,0.0199729,0.0626488110479416,"CDM","e21553793354436",3
"364",363,"Tsinghua_photodraw_production1575443337678_shape.png","shape",-0.552080154419,-0.612659037113,0.00444071,0.00690165,0.0637378736341311,"Tsinghua","production1575443337678",3
"365",364,"Tsinghua_photodraw_production1576568296821_shape.png","shape",-0.552968144417,-0.658749699593,0.0243658,0.00501782,0.0935106867410182,"Tsinghua","production1576568296821",3
"366",365,"CDM_photodraw_e21555523952200_shape.png","shape",-0.630511283875,-0.739680945873,0.00216631,0.00234429,0.0602957963768379,"CDM","e21555523952200",4
"367",366,"Tsinghua_photodraw_production1575529582167_shape.png","shape",-0.621787846088,-0.692887067795,0.00692461,0.0136973,0.0445641045889002,"Tsinghua","production1575529582167",4
"368",367,"CDM_photodraw_e21547069129052_shape.png","shape",-0.36383536458,-0.574739694595,0.0113847,0.0299283,0.0956010382070713,"CDM","e21547069129052",3
"369",368,"Tsinghua_photodraw_production1575962153007_shape.png","shape",-0.550603985786,-0.656546473503,0.0141667,0.0114567,0.0773946796511164,"Tsinghua","production1575962153007",3
"370",369,"CDM_photodraw_e21547849860466_shape.png","shape",-0.343883097172,-0.488669127226,0.0199565,0.0287449,0.0481069316052787,"CDM","e21547849860466",2
"371",370,"CDM_photodraw_e21550689187843_shape.png","shape",-0.604402422905,-0.667983949184,0.00165552,0.00825022,0.00628686110167684,"CDM","e21550689187843",4
"372",371,"Tsinghua_photodraw_production1576566518161_shape.png","shape",-0.592228651047,-0.699803888798,0.00108403,0.0101051,0.0733405512373919,"Tsinghua","production1576566518161",4
"373",372,"Tsinghua_photodraw_production1576480154717_shape.png","shape",-0.218739420176,-0.546111404896,0.0482526,0.0525848,0.0891503386296533,"Tsinghua","production1576480154717",2
"374",373,"Tsinghua_photodraw_production1576135913017_shape.png","shape",-0.553799808025,-0.627853453159,0.0098792,0.0109919,0.0275064465323966,"Tsinghua","production1576135913017",3
"375",374,"CDM_photodraw_e21547668526141_shape.png","shape",-0.208790197968,-0.381041020155,0.0305031,0.0748332,0.223741245394843,"CDM","e21547668526141",1
"376",375,"CDM_photodraw_e21547849081297_shape.png","shape",-0.511579096317,-0.664396584034,0.0071091,0.0165149,0.0559692497727868,"CDM","e21547849081297",3
"377",376,"CDM_photodraw_e21548451296118_shape.png","shape",-0.00627691950649,-0.241407170892,0.0222553,0.0693131,0.153983189401976,"CDM","e21548451296118",0
"378",377,"CDM_photodraw_e21541799408496_shape.png","shape",-0.229930788279,-0.342009276152,0.0133508,0.00776896,0.178402436852516,"CDM","e21541799408496",1
"379",378,"Tsinghua_photodraw_production1573784627069_shape.png","shape",-0.233652770519,-0.490127891302,0.0150566,0.0441537,0.155326295793999,"Tsinghua","production1573784627069",2
"380",379,"CDM_photodraw_e21553889536940_shape.png","shape",-0.502805829048,-0.611500203609,0.000759168,0.0119302,0.0117725835312891,"CDM","e21553889536940",3
"381",380,"Tsinghua_photodraw_production1576739623154_shape.png","shape",-0.425891011953,-0.648839533329,0.00946063,0.0192584,0.0446111776122598,"Tsinghua","production1576739623154",3
"382",381,"Tsinghua_photodraw_production1577171766191_shape.png","shape",-0.24651812017,-0.492482066154,0.0304975,0.0282382,0.07320296637259,"Tsinghua","production1577171766191",2
"383",382,"Tsinghua_photodraw_production1573799989669_shape.png","shape",-0.260892003775,-0.479906141758,0.032328,0.0367459,0.0758978129023959,"Tsinghua","production1573799989669",2
"384",383,"CDM_photodraw_e21547672389753_shape.png","shape",-0.31584623456,-0.453848093748,0.0307444,0.0175149,0.0980459102417379,"CDM","e21547672389753",2
"385",384,"CDM_photodraw_e21556311534736_shape.png","shape",-0.541885912418,-0.667685210705,0.00417282,0.0181707,0.0659607768598265,"CDM","e21556311534736",3
"386",385,"Tsinghua_photodraw_production1575961493402_shape.png","shape",-0.583795189857,-0.675662636757,0.00259107,0.0130712,0.0392628022586413,"Tsinghua","production1575961493402",4
"387",386,"Tsinghua_photodraw_production1576568201260_shape.png","shape",-0.4779047966,-0.620063364506,0.0175324,0.0179833,0.0729888471511603,"Tsinghua","production1576568201260",3
"388",387,"CDM_photodraw_e21541191137910_shape.png","shape",-0.514169514179,-0.565030872822,0.00394039,0.0113714,0.0314748761981432,"CDM","e21541191137910",3
"389",388,"CDM_photodraw_e21542224706912_shape.png","shape",-0.388142198324,-0.480005800724,0.00750784,0.0243795,0.0335588367354569,"CDM","e21542224706912",2
"390",389,"CDM_photodraw_e21547845453981_shape.png","shape",-0.562856674194,-0.663817763329,0.00368301,0.00928554,0.0620166731713368,"CDM","e21547845453981",3
"391",390,"CDM_photodraw_e21547062251659_shape.png","shape",-0.201178014278,-0.445885956287,0.0645241,0.0544214,0.0634951014772386,"CDM","e21547062251659",2
"392",391,"CDM_photodraw_e21547663022993_shape.png","shape",-0.197891190648,-0.421634346247,0.049217,0.117356,0.145204330522785,"CDM","e21547663022993",1
"393",392,"CDM_photodraw_e21548449754672_shape.png","shape",-0.591178536415,-0.67500770092,0.016239,0.00815346,0.0313949822706113,"CDM","e21548449754672",4
"394",393,"Tsinghua_photodraw_production1576739207246_shape.png","shape",-0.370312690735,-0.587511837482,0.00170529,0.0223599,0.130674278228382,"Tsinghua","production1576739207246",3
"395",394,"Tsinghua_photodraw_production1573786958772_shape.png","shape",-0.270163148642,-0.397474974394,0.0203548,0.0306588,0.0590251200481813,"Tsinghua","production1573786958772",1
"396",395,"Tsinghua_photodraw_production1573780408443_shape.png","shape",-0.602552294731,-0.640599966049,0.00686466,0.00583073,0.0435520453405664,"Tsinghua","production1573780408443",3
"397",396,"Tsinghua_photodraw_production1573783854844_shape.png","shape",-0.14542979002,-0.497196882963,0.0538115,0.0785034,0.253101464660196,"Tsinghua","production1573783854844",2
"398",397,"CDM_photodraw_e21547849501667_shape.png","shape",-0.525256574154,-0.584760129452,0.0234053,0.0135587,0.0744609507197548,"CDM","e21547849501667",3
"399",398,"CDM_photodraw_e21545255476223_shape.png","shape",-0.5034263134,-0.563903331757,0.0161272,0.0198478,0.037289983359375,"CDM","e21545255476223",3
"400",399,"CDM_photodraw_e21547673281903_shape.png","shape",-0.467250287533,-0.612005770206,0.0171201,0.0155275,0.0289587006309232,"CDM","e21547673281903",3
"401",400,"Tsinghua_photodraw_production1573782278634_shape.png","shape",-0.500627100468,-0.609132826328,0.0272653,0.00758497,0.043450673935912,"Tsinghua","production1573782278634",3
"402",401,"CDM_photodraw_e21548098930405_shape.png","shape",-0.18789486587,-0.55482083559,0.0654644,0.0983189,0.211978202397933,"CDM","e21548098930405",2
"403",402,"Tsinghua_photodraw_production1573783652311_shape.png","shape",-0.132735013962,-0.273714929819,0.0856312,0.138853,0.0764585361736992,"Tsinghua","production1573783652311",0
"404",403,"Tsinghua_photodraw_production1577086735995_shape.png","shape",-0.588046729565,-0.679117262363,0.0089638,0.0155566,0.0455380918216731,"Tsinghua","production1577086735995",4
"405",404,"CDM_photodraw_e21544206692186_shape.png","shape",-0.265569031239,-0.556548714638,0.00699345,0.0263978,0.100766205832744,"CDM","e21544206692186",3
"406",405,"CDM_photodraw_e21547061122742_shape.png","shape",-0.0773292481899,-0.328636020422,0.118631,0.0601803,0.141401764281772,"CDM","e21547061122742",1
"407",406,"CDM_photodraw_e21544821083289_shape.png","shape",-0.462434977293,-0.545460760593,0.00450665,0.00275745,0.0918030755809105,"CDM","e21544821083289",3
"408",407,"CDM_photodraw_e21548100335223_shape.png","shape",-0.531470000744,-0.645741641521,0.0177382,0.00204276,0.055455161614726,"CDM","e21548100335223",3
"409",408,"Tsinghua_photodraw_production1573779097000_shape.png","shape",-0.139953404665,-0.498907268047,0.0908347,0.120698,0.058375138488566,"Tsinghua","production1573779097000",1
"410",409,"Tsinghua_photodraw_production1577170578110_shape.png","shape",-0.209707811475,-0.685414671898,0.00307721,0.059387,0.0708922510263697,"Tsinghua","production1577170578110",3
"411",410,"CDM_photodraw_e21555004796019_shape.png","shape",-0.535926163197,-0.687481284142,0.00378802,0.0144043,0.0534715081215579,"CDM","e21555004796019",4
"412",411,"Tsinghua_photodraw_production1575356102513_shape.png","shape",-0.600658357143,-0.700500488281,0.0019124,0.0083189,0.0693423534915241,"Tsinghua","production1575356102513",4
"413",412,"Tsinghua_photodraw_production1577171554498_shape.png","shape",-0.433410435915,-0.561188280582,0.0309209,0.0133044,0.0481460438484985,"Tsinghua","production1577171554498",3
"414",413,"Tsinghua_photodraw_production1575443112866_shape.png","shape",-0.293897271156,-0.627969920635,0.00235873,0.0316437,0.0202788986024341,"Tsinghua","production1575443112866",3
"415",414,"Tsinghua_photodraw_production1576741386137_shape.png","shape",-0.135603785515,-0.51701939106,0.048894,0.123511,0.0781789433170544,"Tsinghua","production1576741386137",2
"416",415,"CDM_photodraw_e21547243566891_shape.png","shape",-0.424323648214,-0.573005437851,0.0241299,0.0213303,0.0563248073709105,"CDM","e21547243566891",3
"417",416,"CDM_photodraw_e21548873811739_shape.png","shape",-0.293005913496,-0.456341475248,0.0252257,0.0487996,0.157715282567062,"CDM","e21548873811739",2
"418",417,"CDM_photodraw_e21550696453174_shape.png","shape",-0.578591287136,-0.648570597172,0.0041469,0.0223201,0.0199443666920308,"CDM","e21550696453174",3
"419",418,"Tsinghua_photodraw_production1573785526202_shape.png","shape",-0.4191660285,-0.493784815073,0.0263414,0.0201839,0.0515372725113026,"Tsinghua","production1573785526202",2
"420",419,"CDM_photodraw_e21542049475400_shape.png","shape",-0.468106657267,-0.567278623581,0.0140427,0.0159364,0.0723964092881846,"CDM","e21542049475400",3
"421",420,"Tsinghua_photodraw_production1575444606752_shape.png","shape",-0.634026288986,-0.720057785511,0.00237573,0.0075052,0.0475594964197568,"Tsinghua","production1575444606752",4
"422",421,"CDM_photodraw_e21541616746618_shape.png","shape",-0.437251001596,-0.55209428072,0.0103978,0.0111827,0.0917289287710229,"CDM","e21541616746618",3
"423",422,"Tsinghua_photodraw_production1575357552769_shape.png","shape",-0.64170819521,-0.775172889233,0.000832444,0.00539981,0.0588836968830884,"Tsinghua","production1575357552769",4
"424",423,"CDM_photodraw_e21555533816883_shape.png","shape",-0.608733355999,-0.751146137714,0.0107056,0.00671066,0.0609914454913916,"CDM","e21555533816883",4
"425",424,"CDM_photodraw_e21550773711411_shape.png","shape",-0.434036463499,-0.551208674908,0.0104837,0.0149098,0.0916575205726901,"CDM","e21550773711411",3
"426",425,"Tsinghua_photodraw_production1576135371471_shape.png","shape",-0.179063051939,-0.38197773695,0.0121233,0.0545548,0.0926385248196895,"Tsinghua","production1576135371471",1
"427",426,"Tsinghua_photodraw_production1578981652743_shape.png","shape",-0.611290514469,-0.717841982841,0.00760612,0.00387614,0.070442677859511,"Tsinghua","production1578981652743",4
"428",427,"Tsinghua_photodraw_production1578968906336_shape.png","shape",-0.535362541676,-0.663510262966,0.00610454,0.0165669,0.0325948429034629,"Tsinghua","production1578968906336",3
"429",428,"Tsinghua_photodraw_production1575961442866_shape.png","shape",-0.621862232685,-0.690009236336,0.00732114,0.0106444,0.014750749686558,"Tsinghua","production1575961442866",4
"430",429,"Tsinghua_photodraw_production1578969342231_shape.png","shape",-0.557577669621,-0.696343064308,0.0101354,0.0210711,0.0216900550267899,"Tsinghua","production1578969342231",4
"431",430,"CDM_photodraw_e21547232289747_shape.png","shape",-0.218733549118,-0.500064313412,0.057103,0.0922771,0.187947368637506,"CDM","e21547232289747",2
"432",431,"CDM_photodraw_e21547844653939_shape.png","shape",-0.573610901833,-0.729832530022,0.0122406,0.0217312,0.0288316402960109,"CDM","e21547844653939",4
"433",432,"Tsinghua_photodraw_production1573800407496_shape.png","shape",-0.0798131078482,-0.466248959303,0.0805103,0.0426292,0.291380305086439,"Tsinghua","production1573800407496",2
"434",433,"Tsinghua_photodraw_production1573778450764_shape.png","shape",-0.475910723209,-0.589124798775,0.0104299,0.00436815,0.0693087919508781,"Tsinghua","production1573778450764",3
"435",434,"Tsinghua_photodraw_production1573781474552_shape.png","shape",-0.19205968082,-0.233278289437,0.073418,0.0471376,0.153920311405667,"Tsinghua","production1573781474552",0
"436",435,"CDM_photodraw_e21541195324779_shape.png","shape",-0.312642157078,-0.553917586803,0.0245697,0.0133818,0.180348636680859,"CDM","e21541195324779",3
"437",436,"Tsinghua_photodraw_production1575528834271_shape.png","shape",0.00710170762613,-0.126746594906,0.083932,0.0998808,0.123318156040671,"Tsinghua","production1575528834271",0
"438",437,"CDM_photodraw_e21547668018017_shape.png","shape",-0.402817696333,-0.589496433735,0.00315645,0.0119779,0.0700042674932719,"CDM","e21547668018017",3
"439",438,"CDM_photodraw_e21550694845595_shape.png","shape",-0.580493628979,-0.669404089451,0.00480874,0.0138509,0.0424727923175674,"CDM","e21550694845595",4
"440",439,"Tsinghua_photodraw_production1573785761327_shape.png","shape",-0.218548461795,-0.583643734455,0.0266836,0.0621206,0.361308112089993,"Tsinghua","production1573785761327",2
"441",440,"CDM_photodraw_e21547238752953_shape.png","shape",-0.553416252136,-0.66655600071,0.00657078,0.0125337,0.0493972962086451,"CDM","e21547238752953",3
"442",441,"Tsinghua_photodraw_production1576478852964_shape.png","shape",-0.455947875977,-0.507930338383,0.00394723,0.0167888,0.0317952415537414,"Tsinghua","production1576478852964",2
"443",442,"Tsinghua_photodraw_production1578969892110_shape.png","shape",-0.350573003292,-0.543754458427,0.0146089,0.0230874,0.0241995076266904,"Tsinghua","production1578969892110",3
"444",443,"Tsinghua_photodraw_production1577170553503_shape.png","shape",-0.179379194975,-0.558407783508,0.0745399,0.0690389,0.0706599960455537,"Tsinghua","production1577170553503",2
"445",444,"CDM_photodraw_e21542223602317_shape.png","shape",-0.400975227356,-0.506528496742,0.00458678,0.00821239,0.0881328198468617,"CDM","e21542223602317",2
"446",445,"CDM_photodraw_e21547238095569_shape.png","shape",-0.12979605794,-0.433050811291,0.0898813,0.0673871,0.0718001623009061,"CDM","e21547238095569",1
"447",446,"Tsinghua_photodraw_production1575530375673_shape.png","shape",-0.509547829628,-0.65832233429,0.00909181,0.00879235,0.0506046333428596,"Tsinghua","production1575530375673",3
"448",447,"CDM_photodraw_e21547677339884_shape.png","shape",-0.329062104225,-0.452708572149,0.0351144,0.0404171,0.18523102368792,"CDM","e21547677339884",2
"449",448,"Tsinghua_photodraw_production1576654381493_shape.png","shape",-0.374933332205,-0.588786780834,0.0245034,0.0256994,0.0958526283705031,"Tsinghua","production1576654381493",3
"450",449,"CDM_photodraw_e21548097384364_shape.png","shape",-0.448019444942,-0.577804028988,0.0125912,0.0213138,0.0573380224824971,"CDM","e21548097384364",3
"451",450,"CDM_photodraw_e21547237271293_shape.png","shape",-0.601943492889,-0.667698562145,0.00875004,0.00595819,0.0462030549140069,"CDM","e21547237271293",4
"452",451,"Tsinghua_photodraw_production1573780074909_shape.png","shape",-0.457823485136,-0.583055019379,0.00166379,0.01717,0.0364893344792722,"Tsinghua","production1573780074909",3
"453",452,"Tsinghua_photodraw_production1575358208007_shape.png","shape",-0.561651408672,-0.605974972248,0.00141713,0.00644502,0.042816251240292,"Tsinghua","production1575358208007",3
"454",453,"CDM_photodraw_e21543430495947_shape.png","shape",-0.566956996918,-0.704496324062,0.00596515,0.0184911,0.0438361245862399,"CDM","e21543430495947",4
"455",454,"CDM_photodraw_e21548106388954_shape.png","shape",-0.642332017422,-0.759870707989,0.0149819,0.0123956,0.0160811267443026,"CDM","e21548106388954",4
"456",455,"Tsinghua_photodraw_production1575529585327_shape.png","shape",-0.174413532019,-0.603259205818,0.0604327,0.0618631,0.0736567687177486,"Tsinghua","production1575529585327",3
"457",456,"Tsinghua_photodraw_production1575358618898_shape.png","shape",-0.537191987038,-0.689356923103,0.02195,0.0173358,0.0784933503399051,"Tsinghua","production1575358618898",4
"458",457,"CDM_photodraw_e21545166957201_shape.png","shape",-0.554123520851,-0.656120657921,0.00682532,0.00923693,0.0556185102376044,"CDM","e21545166957201",3
"459",458,"Tsinghua_photodraw_production1573781508415_shape.png","shape",-0.261742413044,-0.454412162304,0.0495198,0.115459,0.0524711455631151,"Tsinghua","production1573781508415",1
"460",459,"Tsinghua_photodraw_production1575529104308_shape.png","shape",-0.662018358707,-0.706364274025,0.000660271,0.00363376,0.0385571550764026,"Tsinghua","production1575529104308",4
"461",460,"Tsinghua_photodraw_production1573786300883_shape.png","shape",-0.0900884792209,-0.254908889532,0.0426965,0.086283,0.394187070878712,"Tsinghua","production1573786300883",0
"462",461,"Tsinghua_photodraw_production1573784365523_shape.png","shape",-0.191475763917,-0.295291483402,0.0642284,0.0743663,0.132149348109807,"Tsinghua","production1573784365523",0
"463",462,"Tsinghua_photodraw_production1573783497407_shape.png","shape",-0.198729157448,-0.477002829313,0.00910938,0.0515382,0.0934161920540387,"Tsinghua","production1573783497407",2
"464",463,"Tsinghua_photodraw_production1575356878513_shape.png","shape",-0.508224785328,-0.640045404434,0.00695918,0.0185321,0.00205224555682773,"Tsinghua","production1575356878513",3
"465",464,"Tsinghua_photodraw_production1577085371906_shape.png","shape",-0.629105865955,-0.674682497978,0.0082165,0.010595,0.0118784768006058,"Tsinghua","production1577085371906",4
"466",465,"Tsinghua_photodraw_production1576654970816_shape.png","shape",-0.227502256632,-0.524465322495,0.0532605,0.0559966,0.0919450277701654,"Tsinghua","production1576654970816",2
"467",466,"CDM_photodraw_e21547667337924_shape.png","shape",-0.511682093143,-0.600473463535,0.00913245,0.00955656,0.0578159791840889,"CDM","e21547667337924",3
"468",467,"Tsinghua_photodraw_production1573783270171_shape.png","shape",-0.439505130053,-0.535412371159,0.021128,0.0154021,0.0202888406578222,"Tsinghua","production1573783270171",3
"469",468,"CDM_photodraw_e21550687622483_shape.png","shape",-0.573140561581,-0.663319170475,0.0142504,0.00672867,0.0330305182701309,"CDM","e21550687622483",4
"470",469,"CDM_photodraw_e21554324047717_shape.png","shape",-0.131183162332,-0.428693056107,0.0594785,0.0520794,0.0291009567323035,"CDM","e21554324047717",1
"471",470,"Tsinghua_photodraw_production1573800498010_shape.png","shape",-0.271616339684,-0.602346301079,0.044467,0.0504925,0.216294035566189,"Tsinghua","production1573800498010",3
"472",471,"Tsinghua_photodraw_production1573784632550_shape.png","shape",-0.501634538174,-0.550112128258,0.0130237,0.00337662,0.043279581118301,"Tsinghua","production1573784632550",3
"473",472,"Tsinghua_photodraw_production1577172518020_shape.png","shape",-0.363647311926,-0.704475343227,0.00305178,0.055197,0.0824342405095491,"Tsinghua","production1577172518020",3
"474",473,"Tsinghua_photodraw_production1575960999852_shape.png","shape",-0.636952459812,-0.723115801811,0.0111086,0.00669165,0.0425168553786779,"Tsinghua","production1575960999852",4
"475",474,"CDM_photodraw_e21547240775263_shape.png","shape",-0.225407645106,-0.604545593262,0.04168,0.0593703,0.0465855032918823,"CDM","e21547240775263",3
"476",475,"CDM_photodraw_e21543432563054_shape.png","shape",-0.177385777235,-0.391479074955,0.0157647,0.0603477,0.111470749803742,"CDM","e21543432563054",1
"477",476,"Tsinghua_photodraw_production1576565958996_shape.png","shape",-0.570669770241,-0.660337507725,8.1537e-05,0.0127439,0.0461165826368756,"Tsinghua","production1576565958996",3
"478",477,"Tsinghua_photodraw_production1576567318332_shape.png","shape",-0.655811429024,-0.710705399513,0.00640381,0.00246537,0.0336874036447247,"Tsinghua","production1576567318332",4
"479",478,"Tsinghua_photodraw_production1573780549952_shape.png","shape",-0.40987432003,-0.618363499641,0.00331885,0.0417788,0.0587778095461766,"Tsinghua","production1573780549952",3
"480",479,"Tsinghua_photodraw_production1578553081396_shape.png","shape",-0.433228641748,-0.581005513668,0.0130946,0.0170196,0.0171005930330478,"Tsinghua","production1578553081396",3
"481",480,"CDM_photodraw_e21547664938821_shape.png","shape",-0.248618528247,-0.478807330132,0.0527301,0.0347232,0.0879571915455386,"CDM","e21547664938821",2
"482",481,"CDM_photodraw_e21547247873170_shape.png","shape",-0.462456673384,-0.655321002007,0.00820763,0.0213688,0.0303432301799865,"CDM","e21547247873170",3
"483",482,"Tsinghua_photodraw_production1573782358833_shape.png","shape",-0.0341628305614,-0.20301052928,0.0293744,0.0380419,0.195403799713991,"Tsinghua","production1573782358833",0
"484",483,"CDM_photodraw_e21554930039176_shape.png","shape",-0.470095127821,-0.534741699696,0.0204617,0.00941257,0.0485752935451451,"CDM","e21554930039176",3
"485",484,"Tsinghua_photodraw_production1575443741291_shape.png","shape",-0.555508971214,-0.712352216244,0.00764945,0.0169285,0.0658338447623433,"Tsinghua","production1575443741291",4
"486",485,"CDM_photodraw_e21541613545900_shape.png","shape",-0.566452562809,-0.684863448143,0.000322614,0.0170792,0.023973627751362,"CDM","e21541613545900",4
"487",486,"CDM_photodraw_e21548096758313_shape.png","shape",-0.426538735628,-0.508961677551,0.028673,0.0187544,0.0395765865725764,"CDM","e21548096758313",2
"488",487,"Tsinghua_photodraw_production1573778817054_shape.png","shape",0.0342966169119,-0.0253183338791,0.102882,0.0425137,0.0801972407770703,"Tsinghua","production1573778817054",0
"489",488,"Tsinghua_photodraw_production1573786717640_shape.png","shape",-0.178510129452,-0.468901842833,0.0332067,0.0342618,0.0308908125284584,"Tsinghua","production1573786717640",2
"490",489,"CDM_photodraw_e21544647022478_shape.png","shape",-0.443943202496,-0.477081388235,0.0018131,0.00434931,0.0796264560668753,"CDM","e21544647022478",2
"491",490,"CDM_photodraw_e21555102208611_shape.png","shape",-0.502511620522,-0.641726672649,0.000411047,0.0186168,0.0376606012231588,"CDM","e21555102208611",3
"492",491,"Tsinghua_photodraw_production1576136360732_shape.png","shape",-0.49360743165,-0.629029512405,0.0162372,0.0163198,0.0180033442064733,"Tsinghua","production1576136360732",3
"493",492,"CDM_photodraw_e21547836177154_shape.png","shape",-0.00170147011522,-0.0627227053046,0.117617,0.0743256,0.0721115202919482,"CDM","e21547836177154",0
"494",493,"Tsinghua_photodraw_production1578969697574_shape.png","shape",-0.503351271152,-0.700981020927,0.00535833,0.0212865,0.0515951502575486,"Tsinghua","production1578969697574",4
"495",494,"Tsinghua_photodraw_production1577171900113_shape.png","shape",-0.329266101122,-0.562672615051,0.0467665,0.0433767,0.104477181916191,"Tsinghua","production1577171900113",2
"496",495,"CDM_photodraw_e21547674347301_shape.png","shape",-0.510721385479,-0.646914184093,0.00010793,0.0177868,0.0361774967839798,"CDM","e21547674347301",3
"497",496,"CDM_photodraw_e21550690726876_shape.png","shape",-0.399977058172,-0.602150142193,0.0281911,0.00929634,0.0476433278199722,"CDM","e21550690726876",3
"498",497,"Tsinghua_photodraw_production1573779087653_shape.png","shape",-0.329554587603,-0.564704179764,0.00740166,0.026283,0.101461180790264,"Tsinghua","production1573779087653",3
