subID,session_id,condition,category,num_strokes,draw_duration,mean_intensity,age,filename,age_numeric,site
011119_12,photodraw_e21547246292717,S,airplane,7,20.751,0.025948660714285716,age4,S_airplane_sketch_age4_CDM_photodraw_e21547246292717.png,4,CDM
IPAD2_THU4F09,Tsinghua_photodraw_production1573800333460,S,airplane,4,21250,0.030333227040816327,NA,S_airplane_sketch_age4_IPAD2_THU4F09.png,4,THU
O10919_1,photodraw_e21547060282520,P,bike,4,12.755,0.05036272321428571,age4,P_bike_sketch_age4_CDM_photodraw_e21547060282520.png,4,CDM
IPAD5_THU4M7,Tsinghua_photodraw_production1573784374186,S,bike,11,15840,0.054767219387755105,NA,S_bike_sketch_age4_IPAD5_THU4M7.png,4,THU
011119_9,photodraw_e21547242197593,P,bird,10,14.755,0.017777423469387755,age4,P_bird_sketch_age4_CDM_photodraw_e21547242197593.png,4,CDM
IPAD1_THU4F10,Tsinghua_photodraw_production1573800407496,P,bird,6,23600,0.014807876275510204,NA,P_bird_sketch_age4_IPAD1_THU4F10.png,4,THU
010919_7,photodraw_e21547070395780,P,car,8,24.001,0.07198660714285714,age4,P_car_sketch_age4_CDM_photodraw_e21547070395780.png,4,CDM
IPAD1_THU4F10,Tsinghua_photodraw_production1573800407496,S,car,3,15431,0.031010841836734693,NA,S_car_sketch_age4_IPAD1_THU4F10.png,4,THU
0111819_10,photodraw_e21547849860466,P,cat,12,17.763,0.04661591198979592,age4,P_cat_sketch_age4_CDM_photodraw_e21547849860466.png,4,CDM
IPAD4_THU4F8,Tsinghua_photodraw_production1573785392477,S,cat,9,30073,0.028380102040816327,NA,S_cat_sketch_age4_IPAD4_THU4F8.png,4,THU
011119_11,photodraw_e21547243566891,S,chair,5,15.221,0.03264508928571429,age4,S_chair_sketch_age4_CDM_photodraw_e21547243566891.png,4,CDM
IPAD1_THU4M7,Tsinghua_photodraw_production1573784632550,S,chair,9,26183,0.032525510204081634,NA,S_chair_sketch_age4_IPAD1_THU4M7.png,4,THU
011619_1,photodraw_e21547663022993,P,cup,2,8.989,0.03358179209183673,age4,P_cup_sketch_age4_CDM_photodraw_e21547663022993.png,4,CDM
IPAD1_THU4F10,Tsinghua_photodraw_production1573800407496,S,cup,3,16258,0.014768016581632654,NA,S_cup_sketch_age4_IPAD1_THU4F10.png,4,THU
110918_1,photodraw_e21541799408496,P,hat,2,2.961,0.028081154336734693,age4,P_hat_sketch_age4_CDM_photodraw_e21541799408496.png,4,CDM
IPAD4_THU4F8,Tsinghua_photodraw_production1573785392477,P,hat,5,18733,0.020547672193877552,NA,P_hat_sketch_age4_IPAD4_THU4F8.png,4,THU
011119_12,photodraw_e21547246292717,S,house,4,14.14,0.009745695153061224,age4,S_house_sketch_age4_CDM_photodraw_e21547246292717.png,4,CDM
IPAD4_THU5M5,Tsinghua_photodraw_production1573782437440,P,house,1,12538,0.05807557397959184,NA,P_house_sketch_age4_IPAD4_THU5M5.png,4,THU
012519_2,photodraw_e21548445362792,P,rabbit,7,19.262,0.06417410714285714,age4,P_rabbit_sketch_age4_CDM_photodraw_e21548445362792.png,4,CDM
IPAD4_THU4F8,Tsinghua_photodraw_production1573785392477,P,rabbit,5,30074,0.020049426020408163,NA,P_rabbit_sketch_age4_IPAD4_THU4F8.png,4,THU
