subID,session_id,condition,category,num_strokes,draw_duration,mean_intensity,age,filename,age_numeric,site
111418_2,photodraw_e21542220695445,S,cup,2,2.702,0.023596938775510203,age6,S_cup_sketch_age6_CDM_photodraw_e21542220695445.png,6,CDM
010919_9,photodraw_e21547073155004,P,car,13,20.107,0.0651108099489796,age6,P_car_sketch_age6_CDM_photodraw_e21547073155004.png,6,CDM
011119_3,photodraw_e21547232670235,S,chair,6,20.405,0.06987404336734694,age6,S_chair_sketch_age6_CDM_photodraw_e21547232670235.png,6,CDM
011119_4,photodraw_e21547237271293,P,tree,1,8.124,0.030512595663265307,age6,P_tree_sketch_age6_CDM_photodraw_e21547237271293.png,6,CDM
011119_7,photodraw_e21547240775263,P,bird,15,21.315,0.046595982142857144,age6,P_bird_sketch_age6_CDM_photodraw_e21547240775263.png,6,CDM
011619_4,photodraw_e21547668018017,S,hat,1,11.96,0.04181281887755102,age6,S_hat_sketch_age6_CDM_photodraw_e21547668018017.png,6,CDM
011819_3,photodraw_e21547836732785,S,bike,9,14.472,0.02806122448979592,age6,S_bike_sketch_age6_CDM_photodraw_e21547836732785.png,6,CDM
012119_4,photodraw_e21548097384364,P,airplane,15,26.067,0.06722337372448979,age6,P_airplane_sketch_age6_CDM_photodraw_e21548097384364.png,6,CDM
012119_4,photodraw_e21548097384364,S,house,8,13.525,0.04876833545918367,age6,S_house_sketch_age6_CDM_photodraw_e21548097384364.png,6,CDM
IPAD5_THU9M2,Tsinghua_photodraw_production1577171766191,P,rabbit,8,13948,0.06329719387755102,NA,P_rabbit_sketch_age8_IPAD5_THU9M2.png,8,THU
IPAD5_THU9M2,Tsinghua_photodraw_production1577171766191,P,hat,6,12277,0.03260522959183673,NA,P_hat_sketch_age8_IPAD5_THU9M2.png,8,THU
IPAD5_THU4M7,Tsinghua_photodraw_production1573784374186,P,hat,10,16832,0.03647161989795918,NA,P_hat_sketch_age4_IPAD5_THU4M7.png,4,THU
