subID,session_id,condition,category,num_strokes,draw_duration,mean_intensity,age,filename,age_numeric,site
011619_6,photodraw_e21547672389753,S,airplane,6,16.614,0.0633968431122449,age4,S_airplane_sketch_age4_CDM_photodraw_e21547672389753.png,4,CDM
IPAD1_THU4M7,Tsinghua_photodraw_production1573784632550,S,airplane,8,30158,0.028160873724489797,NA,S_airplane_sketch_age4_IPAD1_THU4M7.png,4,THU
012519_4,photodraw_e21548451296118,P,bike,2,4.287,0.04436383928571429,age4,P_bike_sketch_age4_CDM_photodraw_e21548451296118.png,4,CDM
IPAD1_THU4M9,Tsinghua_photodraw_production1573786980255,P,bike,8,22668,0.03826530612244898,NA,P_bike_sketch_age4_IPAD1_THU4M9.png,4,THU
012519_6,photodraw_e21548455224165,S,bird,4,16.989,0.037209024234693876,age4,S_bird_sketch_age4_CDM_photodraw_e21548455224165.png,4,CDM
IPAD1_THU4M9,Tsinghua_photodraw_production1573786980255,S,bird,7,23017,0.03481744260204082,NA,S_bird_sketch_age4_IPAD1_THU4M9.png,4,THU
IPAD4_THU4F8,Tsinghua_photodraw_production1573785392477,P,car,7,29970,0.029456313775510203,NA,P_car_sketch_age4_IPAD4_THU4F8.png,4,THU
011119_8,photodraw_e21547241159990,S,cat,13,21.364,0.04896763392857143,age4,S_cat_sketch_age4_CDM_photodraw_e21547241159990.png,4,CDM
IPAD3_THU4F6,Tsinghua_photodraw_production1573783854844,S,cat,8,30110,0.052834024234693876,NA,S_cat_sketch_age4_IPAD3_THU4F6.png,4,THU
010919_7,photodraw_e21547070395780,P,chair,2,10.493,0.023457429846938774,age4,P_chair_sketch_age4_CDM_photodraw_e21547070395780.png,4,CDM
IPAD4_THU4M7,Tsinghua_photodraw_production1573784365523,P,chair,10,30076,0.022341358418367346,NA,P_chair_sketch_age4_IPAD4_THU4M7.png,4,THU
011619_5,photodraw_e21547668526141,P,cup,2,5.397,0.026327327806122448,age4,P_cup_sketch_age4_CDM_photodraw_e21547668526141.png,4,CDM
IPAD5_THU4F8,Tsinghua_photodraw_production1573785761327,S,cup,3,15501,0.031548947704081634,NA,S_cup_sketch_age4_IPAD5_THU4F8.png,4,THU
012519_4,photodraw_e21548451296118,S,hat,2,21.082,0.018116230867346938,age4,S_hat_sketch_age4_CDM_photodraw_e21548451296118.png,4,CDM
IPAD3_THU4M5,Tsinghua_photodraw_production1573782448277,P,hat,2,8817,0.028300382653061226,NA,P_hat_sketch_age4_IPAD3_THU4M5.png,4,THU
020719_1,photodraw_e21549564465088,S,house,5,8.829,0.03920200892857143,age4,S_house_sketch_age4_CDM_photodraw_e21549564465088.png,4,CDM
IPAD5_THU4M5,Tsinghua_photodraw_production1573782872726,S,house,2,30089,8.769132653061224e-4,NA,S_house_sketch_age4_IPAD5_THU4M5.png,4,THU
011119_9,photodraw_e21547242197593,P,rabbit,4,4.419,0.026965082908163265,age4,P_rabbit_sketch_age4_CDM_photodraw_e21547242197593.png,4,CDM
IPAD2_THU4F03,Tsinghua_photodraw_production1573785526202,P,rabbit,2,30087,0.012834821428571428,NA,P_rabbit_sketch_age4_IPAD2_THU4F03.png,4,THU
011619_7,photodraw_e21547673281903,P,tree,1,7.839,0.039540816326530615,age4,P_tree_sketch_age4_CDM_photodraw_e21547673281903.png,4,CDM
IPAD4_THU4M7,Tsinghua_photodraw_production1573784365523,S,tree,9,30809,0.04966517857142857,NA,S_tree_sketch_age4_IPAD4_THU4M7.png,4,THU
O10919_1,photodraw_e21547060282520,P,watch,3,9.617,0.04530054209183673,age4,P_watch_sketch_age4_CDM_photodraw_e21547060282520.png,4,CDM
IPAD1_THU4M5,Tsinghua_photodraw_production1573782358833,P,watch,4,30360,0.03266501913265306,NA,P_watch_sketch_age4_IPAD1_THU4M5.png,4,THU
112818_1,photodraw_e21543430495947,S,chair,4,6.351,0.01696029974489796,age5,S_chair_sketch_age5_CDM_photodraw_e21543430495947.png,5,CDM
111418_1,photodraw_e21542218678125,P,cup,2,5.091,0.029815051020408163,age5,P_cup_sketch_age5_CDM_photodraw_e21542218678125.png,5,CDM
010919_3,photodraw_e21547062251659,P,hat,3,12.111,0.020467952806122448,age5,P_hat_sketch_age5_CDM_photodraw_e21547062251659.png,5,CDM
121418_1,photodraw_e21544819304302,S,watch,11,19.486,0.04292889030612245,age5,S_watch_sketch_age5_CDM_photodraw_e21544819304302.png,5,CDM
011819_1,photodraw_e21547834597252,P,airplane,6,6.39,0.04316804846938776,age6,P_airplane_sketch_age6_CDM_photodraw_e21547834597252.png,6,CDM
010919_9,photodraw_e21547073155004,P,bike,12,15.721,0.05319276147959184,age6,P_bike_sketch_age6_CDM_photodraw_e21547073155004.png,6,CDM
IPAD3_THU6F21,Tsinghua_photodraw_production1576739623154,S,bike,21,30105,0.08151307397959184,NA,S_bike_sketch_age6_IPAD3_THU6F21.png,6,THU
111418_2,photodraw_e21542220695445,S,bird,4,6.613,0.02610809948979592,age6,S_bird_sketch_age6_CDM_photodraw_e21542220695445.png,6,CDM
012119_4,photodraw_e21548097384364,S,car,16,28.734,0.05428890306122449,age6,S_car_sketch_age6_CDM_photodraw_e21548097384364.png,6,CDM
103118_1,photodraw_e21541008354503,P,cat,22,28.623,0.07997847576530612,age6,P_cat_sketch_age6_CDM_photodraw_e21541008354503.png,6,CDM
012119_4,photodraw_e21548097384364,P,chair,15,23.755,0.05189732142857143,age6,P_chair_sketch_age6_CDM_photodraw_e21548097384364.png,6,CDM
011119_4,photodraw_e21547237271293,P,cup,4,12.616,0.03314333545918367,age6,P_cup_sketch_age6_CDM_photodraw_e21547237271293.png,6,CDM
011819_8,photodraw_e21547849081297,S,hat,1,5.318,0.018694196428571428,age6,S_hat_sketch_age6_CDM_photodraw_e21547849081297.png,6,CDM
103118_1,photodraw_e21541008354503,S,house,18,23.294,0.08779097576530612,age6,S_house_sketch_age6_CDM_photodraw_e21541008354503.png,6,CDM
IPAD1_THU6F32,Tsinghua_photodraw_production1576478852964,P,house,10,29739,0.06572863520408163,NA,P_house_sketch_age6_IPAD1_THU6F32.png,6,THU
